table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length
public,mandate_instrument_venues,id,1,nextval('mandate_instrument_venues_id_seq'::regclass),NO,integer,
public,mandate_instrument_venues,instrument_id,2,,NO,integer,
public,mandate_instrument_venues,mic,3,,NO,character varying,10
public,mandate_instrument_venues,preferred,4,false,YES,boolean,
public,mandate_instruments,id,1,nextval('mandate_instruments_id_seq'::regclass),NO,integer,
public,mandate_instruments,mandate_id,2,,NO,character varying,100
public,mandate_instruments,instrument_family,3,,NO,character varying,30
public,mandate_instruments,subtype,4,,YES,character varying,100
public,mandate_instruments,cfi_code,5,,YES,character varying,10
public,mandate_instruments,isda_taxonomy,6,,YES,character varying,100
public,mandate_instruments,order_types,7,,YES,ARRAY,
public,mandate_instruments,time_in_force,8,,YES,ARRAY,
public,mandate_instruments,min_clip,9,,YES,numeric,
public,mandate_instruments,algo_flags_allowed,10,false,YES,boolean,
public,mandate_instruments,settlement_type,11,,YES,character varying,10
public,mandate_instruments,settlement_cycle,12,,YES,character varying,20
public,mandate_instruments,place_of_settlement,13,,YES,character varying,100
public,mandate_instruments,allow_partials,14,false,YES,boolean,
public,mandate_instruments,ssi_reference,15,,YES,character varying,100
public,mandate_instruments,clearing_required,16,false,YES,boolean,
public,mandate_instruments,clearing_house,17,,YES,character varying,100
public,mandate_instruments,margin_model,18,,YES,character varying,20
public,mandate_instruments,eligible_collateral_schedule,19,,YES,character varying,100
public,mandate_instruments,min_tenor,20,,YES,character varying,20
public,mandate_instruments,max_tenor,21,,YES,character varying,20
public,mandate_instruments,exposure_pct,22,,YES,numeric,
public,mandate_instruments,short_allowed,23,false,YES,boolean,
public,mandate_instruments,issuer_max_pct,24,,YES,numeric,
public,mandate_instruments,rating_floor,25,,YES,character varying,10
public,mandate_instruments,limit_duration_min,26,,YES,numeric,
public,mandate_instruments,limit_duration_max,27,,YES,numeric,
public,mandate_instruments,dv01_cap,28,,YES,numeric,
public,mandate_instruments,counterparties_whitelist,29,,YES,ARRAY,
public,mandate_instruments,allocation_model,30,,YES,character varying,20
public,mandate_instruments,notes,31,,YES,text,
public,mandate_lifecycle_events,id,1,nextval('mandate_lifecycle_events_id_seq'::regclass),NO,integer,
public,mandate_lifecycle_events,instrument_id,2,,NO,integer,
public,mandate_lifecycle_events,event_type,3,,NO,character varying,30
public,onboarding_approvals,id,1,nextval('onboarding_approvals_id_seq'::regclass),NO,integer,
public,onboarding_approvals,workflow_id,2,,YES,integer,
public,onboarding_approvals,approval_stage,3,,NO,character varying,50
public,onboarding_approvals,approver_role,4,,NO,character varying,100
public,onboarding_approvals,approver_user,5,,YES,character varying,100
public,onboarding_approvals,approval_status,6,'pending'::character varying,YES,character varying,20
public,onboarding_approvals,approval_notes,7,,YES,text,
public,onboarding_approvals,approved_at,8,,YES,timestamp with time zone,
public,onboarding_approvals,created_at,9,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_dependencies,id,1,nextval('onboarding_dependencies_id_seq'::regclass),NO,integer,
public,onboarding_dependencies,workflow_id,2,,YES,integer,
public,onboarding_dependencies,source_task_id,3,,YES,integer,
public,onboarding_dependencies,target_task_id,4,,YES,integer,
public,onboarding_dependencies,dependency_type,5,'blocking'::character varying,YES,character varying,20
public,onboarding_dependencies,dependency_condition,6,,YES,text,
public,onboarding_dependencies,is_satisfied,7,false,YES,boolean,
public,onboarding_dependencies,created_at,8,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_requests,id,1,nextval('onboarding_requests_id_seq'::regclass),NO,integer,
public,onboarding_requests,request_id,2,,NO,character varying,100
public,onboarding_requests,cbu_id,3,,YES,integer,
public,onboarding_requests,product_id,4,,YES,integer,
public,onboarding_requests,request_status,5,'draft'::character varying,YES,character varying,20
public,onboarding_requests,priority,6,'medium'::character varying,YES,character varying,20
public,onboarding_requests,target_go_live_date,7,,YES,date,
public,onboarding_requests,business_requirements,8,,YES,jsonb,
public,onboarding_requests,compliance_requirements,9,,YES,jsonb,
public,onboarding_requests,requested_by,10,,YES,character varying,100
public,onboarding_requests,assigned_to,11,,YES,character varying,100
public,onboarding_requests,approval_chain,12,,YES,jsonb,
public,onboarding_requests,estimated_duration_days,13,,YES,integer,
public,onboarding_requests,actual_duration_days,14,,YES,integer,
public,onboarding_requests,created_by,15,,YES,character varying,100
public,onboarding_requests,created_at,16,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_requests,updated_by,17,,YES,character varying,100
public,onboarding_requests,updated_at,18,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_resource_tasks,id,1,nextval('onboarding_resource_tasks_id_seq'::regclass),NO,integer,
public,onboarding_resource_tasks,workflow_id,2,,YES,integer,
public,onboarding_resource_tasks,resource_template_id,3,,YES,integer,
public,onboarding_resource_tasks,capability_id,4,,YES,integer,
public,onboarding_resource_tasks,task_order,5,,NO,integer,
public,onboarding_resource_tasks,task_status,6,'pending'::character varying,YES,character varying,20
public,onboarding_resource_tasks,input_attributes,7,'{}'::jsonb,YES,jsonb,
public,onboarding_resource_tasks,output_attributes,8,,YES,jsonb,
public,onboarding_resource_tasks,validation_results,9,,YES,jsonb,
public,onboarding_resource_tasks,execution_log,10,'[]'::jsonb,YES,jsonb,
public,onboarding_resource_tasks,assigned_to,11,,YES,character varying,100
public,onboarding_resource_tasks,started_at,12,,YES,timestamp with time zone,
public,onboarding_resource_tasks,completed_at,13,,YES,timestamp with time zone,
public,onboarding_resource_tasks,estimated_hours,14,,YES,real,
public,onboarding_resource_tasks,actual_hours,15,,YES,real,
public,onboarding_resource_tasks,blocking_issues,16,,YES,text,
public,onboarding_resource_tasks,retry_count,17,0,YES,integer,
public,onboarding_resource_tasks,created_at,18,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_resource_tasks,updated_at,19,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_tasks,id,1,nextval('onboarding_tasks_id_seq'::regclass),NO,integer,
public,onboarding_tasks,onboarding_request_id,2,,YES,integer,
public,onboarding_tasks,task_id,3,,NO,character varying,100
public,onboarding_tasks,resource_id,4,,YES,integer,
public,onboarding_tasks,task_type,5,,YES,character varying,50
public,onboarding_tasks,task_name,6,,NO,character varying,255
public,onboarding_tasks,description,7,,YES,text,
public,onboarding_tasks,task_status,8,'pending'::character varying,YES,character varying,20
public,onboarding_tasks,assigned_to,9,,YES,character varying,100
public,onboarding_tasks,dependencies,10,,YES,ARRAY,
public,onboarding_tasks,estimated_hours,11,,YES,numeric,
public,onboarding_tasks,actual_hours,12,,YES,numeric,
public,onboarding_tasks,due_date,13,,YES,date,
public,onboarding_tasks,completion_date,14,,YES,date,
public,onboarding_tasks,blocking_issues,15,,YES,text,
public,onboarding_tasks,completion_notes,16,,YES,text,
public,onboarding_tasks,created_at,17,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_tasks,updated_at,18,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_workflows,id,1,nextval('onboarding_workflows_id_seq'::regclass),NO,integer,
public,onboarding_workflows,workflow_id,2,,NO,character varying,50
public,onboarding_workflows,cbu_id,3,,YES,integer,
public,onboarding_workflows,product_ids,4,,NO,ARRAY,
public,onboarding_workflows,workflow_status,5,'initiated'::character varying,YES,character varying,20
public,onboarding_workflows,priority,6,'medium'::character varying,YES,character varying,20
public,onboarding_workflows,target_go_live_date,7,,YES,date,
public,onboarding_workflows,business_requirements,8,'{}'::jsonb,YES,jsonb,
public,onboarding_workflows,compliance_requirements,9,'{}'::jsonb,YES,jsonb,
public,onboarding_workflows,resource_requirements,10,'{}'::jsonb,YES,jsonb,
public,onboarding_workflows,execution_plan,11,'[]'::jsonb,YES,jsonb,
public,onboarding_workflows,current_stage,12,,YES,character varying,100
public,onboarding_workflows,completion_percentage,13,0,YES,integer,
public,onboarding_workflows,requested_by,14,,YES,character varying,100
public,onboarding_workflows,assigned_to,15,,YES,character varying,100
public,onboarding_workflows,approval_chain,16,'[]'::jsonb,YES,jsonb,
public,onboarding_workflows,estimated_duration_days,17,,YES,integer,
public,onboarding_workflows,actual_duration_days,18,,YES,integer,
public,onboarding_workflows,created_by,19,,YES,character varying,100
public,onboarding_workflows,created_at,20,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,onboarding_workflows,updated_by,21,,YES,character varying,100
public,onboarding_workflows,updated_at,22,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,persistence_entities,id,1,nextval('persistence_entities_id_seq'::regclass),NO,integer,
public,persistence_entities,entity_name,2,,NO,character varying,100
public,persistence_entities,system_id,3,,YES,integer,
public,persistence_entities,entity_type,4,,NO,character varying,50
public,persistence_entities,entity_config,5,,NO,jsonb,
public,persistence_entities,schema_definition,6,'{}'::jsonb,YES,jsonb,
public,persistence_entities,access_patterns,7,'{}'::jsonb,YES,jsonb,
public,persistence_entities,data_retention,8,'{}'::jsonb,YES,jsonb,
public,persistence_entities,versioning_config,9,'{}'::jsonb,YES,jsonb,
public,persistence_entities,created_at,10,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,persistence_entities,updated_at,11,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,persistence_systems,id,1,nextval('persistence_systems_id_seq'::regclass),NO,integer,
public,persistence_systems,system_name,2,,NO,character varying,100
public,persistence_systems,system_type,3,,NO,character varying,50
public,persistence_systems,connection_config,4,,NO,jsonb,
public,persistence_systems,capabilities,5,'{}'::jsonb,YES,jsonb,
public,persistence_systems,performance_profile,6,'{}'::jsonb,YES,jsonb,
public,persistence_systems,security_config,7,'{}'::jsonb,YES,jsonb,
public,persistence_systems,status,8,'active'::character varying,YES,character varying,20
public,persistence_systems,created_at,9,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,persistence_systems,updated_at,10,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,product_option_service_mappings,id,1,nextval('product_option_service_mappings_id_seq'::regclass),NO,integer,
public,product_option_service_mappings,product_option_id,2,,YES,integer,
public,product_option_service_mappings,service_id,3,,YES,integer,
public,product_option_service_mappings,mapping_relationship,4,,NO,character varying,50
public,product_option_service_mappings,service_configuration,5,,YES,jsonb,
public,product_option_service_mappings,sla_modifications,6,,YES,jsonb,
public,product_option_service_mappings,additional_resources,7,,YES,jsonb,
public,product_option_service_mappings,resource_scaling_factor,8,1.00,YES,numeric,
public,product_option_service_mappings,execution_priority,9,10,YES,integer,
public,product_option_service_mappings,dependency_level,10,1,YES,integer,
public,product_option_service_mappings,is_active,11,true,YES,boolean,
public,product_option_service_mappings,created_at,12,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,product_option_service_mappings,updated_at,13,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,product_options,id,1,nextval('product_options_id_seq'::regclass),NO,integer,
public,product_options,option_id,2,,NO,character varying,100
public,product_options,product_id,3,,YES,integer,
public,product_options,option_name,4,,NO,character varying,255
public,product_options,option_category,5,,NO,character varying,100
public,product_options,option_type,6,,NO,character varying,50
public,product_options,option_value,7,,NO,jsonb,
public,product_options,display_name,8,,YES,character varying,255
public,product_options,description,9,,YES,text,
public,product_options,pricing_impact,10,0.00,YES,numeric,
public,product_options,pricing_model,11,,YES,character varying,50
public,product_options,minimum_commitment,12,,YES,numeric,
public,product_options,available_markets,13,,YES,ARRAY,
public,product_options,regulatory_approval_required,14,false,YES,boolean,
public,product_options,compliance_requirements,15,,YES,ARRAY,
public,product_options,prerequisite_options,16,,YES,ARRAY,
public,product_options,mutually_exclusive_options,17,,YES,ARRAY,
public,product_options,implementation_complexity,18,'medium'::character varying,YES,character varying,20
public,product_options,lead_time_days,19,,YES,integer,
public,product_options,ongoing_support_required,20,true,YES,boolean,
public,product_options,status,21,'active'::character varying,YES,character varying,20
public,product_options,effective_date,22,CURRENT_DATE,YES,date,
public,product_options,end_date,23,,YES,date,
public,product_options,created_at,24,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,product_options,updated_at,25,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,product_options,created_by,26,,YES,character varying,100
public,product_options,updated_by,27,,YES,character varying,100
public,product_service_mappings,id,1,nextval('product_service_mappings_id_seq'::regclass),NO,integer,
public,product_service_mappings,product_id,2,,YES,integer,
public,product_service_mappings,service_id,3,,YES,integer,
public,product_service_mappings,mapping_type,4,,NO,character varying,50
public,product_service_mappings,inclusion_criteria,5,,YES,jsonb,
public,product_service_mappings,pricing_impact,6,,YES,numeric,
public,product_service_mappings,delivery_sequence,7,,YES,integer,
public,product_service_mappings,is_mandatory,8,false,YES,boolean,
public,product_service_mappings,customer_configurable,9,true,YES,boolean,
public,product_service_mappings,effective_date,10,CURRENT_DATE,YES,date,
public,product_service_mappings,end_date,11,,YES,date,
public,product_service_mappings,created_at,12,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,product_service_mappings,updated_at,13,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,product_services,id,1,nextval('product_services_id_seq'::regclass),NO,integer,
public,product_services,product_id,2,,YES,integer,
public,product_services,service_id,3,,YES,integer,
public,product_services,is_required,4,true,YES,boolean,
public,product_services,configuration,5,,YES,jsonb,
public,product_services,pricing_component,6,,YES,numeric,
public,product_services,display_order,7,,YES,integer,
public,product_services,created_at,8,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,products,id,1,nextval('products_id_seq'::regclass),NO,integer,
public,products,product_id,2,,NO,character varying,100
public,products,product_name,3,,NO,character varying,255
public,products,line_of_business,4,,NO,character varying,100
public,products,description,5,,YES,text,
public,products,status,6,'active'::character varying,YES,character varying,20
public,products,pricing_model,7,,YES,character varying,50
public,products,target_market,8,,YES,character varying,100
public,products,regulatory_requirements,9,,YES,jsonb,
public,products,sla_commitments,10,,YES,jsonb,
public,products,created_by,11,,YES,character varying,100
public,products,created_at,12,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,products,updated_by,13,,YES,character varying,100
public,products,updated_at,14,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,products,contract_type,15,,YES,character varying,100
public,products,commercial_status,16,'active'::character varying,YES,character varying,50
public,products,sales_territory,17,,YES,character varying,100
public,products,compliance_requirements,18,,YES,ARRAY,
public,products,contract_terms,19,,YES,jsonb,
public,products,minimum_contract_value,20,,YES,numeric,
public,products,maximum_contract_value,21,,YES,numeric,
public,products,standard_contract_duration,22,,YES,integer,
public,products,renewable,23,true,YES,boolean,
public,products,early_termination_allowed,24,false,YES,boolean,
public,resource_attribute_dependencies,id,1,nextval('resource_attribute_dependencies_id_seq'::regclass),NO,integer,
public,resource_attribute_dependencies,source_resource_id,2,,YES,integer,
public,resource_attribute_dependencies,target_resource_id,3,,YES,integer,
public,resource_attribute_dependencies,dependency_type,4,,NO,character varying,50
public,resource_attribute_dependencies,dependency_config,5,'{}'::jsonb,YES,jsonb,
public,resource_attribute_dependencies,is_active,6,true,YES,boolean,
public,resource_attribute_dependencies,created_at,7,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_attribute_templates,id,1,nextval('resource_attribute_templates_id_seq'::regclass),NO,integer,
public,resource_attribute_templates,template_name,2,,NO,character varying,100
public,resource_attribute_templates,description,3,,YES,text,
public,resource_attribute_templates,category,4,,YES,character varying,50
public,resource_attribute_templates,attributes_config,5,,NO,jsonb,
public,resource_attribute_templates,ui_layout_template,6,'{}'::jsonb,YES,jsonb,
public,resource_attribute_templates,validation_rules,7,'{}'::jsonb,YES,jsonb,
public,resource_attribute_templates,created_at,8,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_attribute_templates,updated_at,9,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_attribute_versions,id,1,nextval('resource_attribute_versions_id_seq'::regclass),NO,integer,
public,resource_attribute_versions,resource_id,2,,YES,integer,
public,resource_attribute_versions,version_number,3,,NO,character varying,20
public,resource_attribute_versions,change_description,4,,YES,text,
public,resource_attribute_versions,attributes_snapshot,5,,NO,jsonb,
public,resource_attribute_versions,schema_changes,6,'{}'::jsonb,YES,jsonb,
public,resource_attribute_versions,created_by,7,,YES,character varying,100
public,resource_attribute_versions,created_at,8,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_attribute_versions,is_active,9,false,YES,boolean,
public,resource_capabilities,id,1,nextval('resource_capabilities_id_seq'::regclass),NO,integer,
public,resource_capabilities,capability_id,2,,NO,character varying,50
public,resource_capabilities,capability_name,3,,NO,character varying,200
public,resource_capabilities,description,4,,YES,text,
public,resource_capabilities,capability_type,5,,NO,character varying,50
public,resource_capabilities,required_attributes,6,'[]'::jsonb,YES,jsonb,
public,resource_capabilities,optional_attributes,7,'[]'::jsonb,YES,jsonb,
public,resource_capabilities,output_attributes,8,'[]'::jsonb,YES,jsonb,
public,resource_capabilities,implementation_function,9,,YES,character varying,200
public,resource_capabilities,validation_rules,10,'{}'::jsonb,YES,jsonb,
public,resource_capabilities,error_handling,11,'{}'::jsonb,YES,jsonb,
public,resource_capabilities,timeout_seconds,12,300,YES,integer,
public,resource_capabilities,retry_attempts,13,3,YES,integer,
public,resource_capabilities,status,14,'active'::character varying,YES,character varying,20
public,resource_capabilities,created_by,15,,YES,character varying,100
public,resource_capabilities,created_at,16,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,resource_capabilities,updated_by,17,,YES,character varying,100
public,resource_capabilities,updated_at,18,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,resource_dependencies,id,1,nextval('resource_dependencies_id_seq'::regclass),NO,integer,
public,resource_dependencies,dependent_resource_id,2,,YES,integer,
public,resource_dependencies,prerequisite_resource_id,3,,YES,integer,
public,resource_dependencies,dependency_type,4,,YES,character varying,50
public,resource_dependencies,description,5,,YES,text,
public,resource_dependencies,created_at,6,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,resource_dictionaries,id,1,nextval('resource_dictionaries_id_seq'::regclass),NO,integer,
public,resource_dictionaries,dictionary_name,2,,NO,character varying,100
public,resource_dictionaries,version,3,'1.0'::character varying,NO,character varying,20
public,resource_dictionaries,description,4,,YES,text,
public,resource_dictionaries,author,5,,YES,character varying,100
public,resource_dictionaries,creation_date,6,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_dictionaries,last_modified,7,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_dictionaries,status,8,'active'::character varying,YES,character varying,20
public,resource_dictionaries,metadata,9,'{}'::jsonb,YES,jsonb,
public,resource_instances,instance_id,1,(gen_random_uuid())::text,NO,text,
public,resource_instances,onboarding_request_id,2,,NO,text,
public,resource_instances,template_id,3,,NO,text,
public,resource_instances,status,4,'pending'::text,NO,text,
public,resource_instances,instance_data,5,'{}'::jsonb,NO,jsonb,
public,resource_instances,execution_context,6,'{}'::jsonb,YES,jsonb,
public,resource_instances,error_message,7,,YES,text,
public,resource_instances,created_at,8,now(),NO,timestamp with time zone,
public,resource_instances,updated_at,9,now(),NO,timestamp with time zone,
public,resource_instances,created_by,10,'system'::text,NO,text,
public,resource_management_view,dictionary_name,1,,YES,character varying,100
public,resource_management_view,dictionary_version,2,,YES,character varying,20
public,resource_management_view,resource_id,3,,YES,integer,
public,resource_management_view,resource_name,4,,YES,character varying,100
public,resource_management_view,description,5,,YES,text,
public,resource_management_view,resource_version,6,,YES,character varying,20
public,resource_management_view,category,7,,YES,character varying,50
public,resource_management_view,status,8,,YES,character varying,20
public,resource_management_view,ui_layout,9,,YES,character varying,30
public,resource_management_view,total_attributes,10,,YES,bigint,
public,resource_management_view,required_attributes,11,,YES,bigint,
public,resource_management_view,derived_attributes,12,,YES,bigint,
public,resource_management_view,real_attributes,13,,YES,bigint,
public,resource_management_view,documented_attributes,14,,YES,bigint,
public,resource_management_view,documentation_percentage,15,,YES,numeric,
public,resource_management_view,ui_configured_attributes,16,,YES,bigint,
public,resource_management_view,ui_configuration_percentage,17,,YES,numeric,
public,resource_management_view,ai_enhanced_attributes,18,,YES,bigint,
public,resource_management_view,ai_enhancement_percentage,19,,YES,numeric,
public,resource_management_view,validated_attributes,20,,YES,bigint,
public,resource_management_view,ui_groups,21,,YES,ARRAY,
public,resource_management_view,last_modified,22,,YES,timestamp without time zone,
public,resource_management_view,last_attribute_change,23,,YES,timestamp without time zone,
public,resource_objects,id,1,nextval('resource_objects_id_seq'::regclass),NO,integer,
public,resource_objects,dictionary_id,2,,YES,integer,
public,resource_objects,resource_name,3,,NO,character varying,100
public,resource_objects,description,4,,YES,text,
public,resource_objects,version,5,'1.0'::character varying,NO,character varying,20
public,resource_objects,category,6,,YES,character varying,50
public,resource_objects,owner_team,7,,YES,character varying,100
public,resource_objects,status,8,'active'::character varying,YES,character varying,20
public,resource_objects,ui_layout,9,'vertical-stack'::character varying,NO,character varying,30
public,resource_objects,group_order,10,,YES,ARRAY,
public,resource_objects,navigation_config,11,'{}'::jsonb,YES,jsonb,
public,resource_objects,created_at,12,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_objects,updated_at,13,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resource_objects,resource_type,14,,YES,character varying,100
public,resource_objects,criticality_level,15,'medium'::character varying,YES,character varying,50
public,resource_objects,operational_status,16,'active'::character varying,YES,character varying,50
public,resource_objects,access_restrictions,17,,YES,jsonb,
public,resource_objects,compliance_classification,18,,YES,character varying,100
public,resource_objects,data_retention_policy,19,,YES,jsonb,
public,resource_objects,backup_requirements,20,,YES,jsonb,
public,resource_objects,monitoring_enabled,21,true,YES,boolean,
public,resource_objects,audit_required,22,false,YES,boolean,
public,resource_sheet_execution_logs,log_id,1,nextval('resource_sheet_execution_logs_log_id_seq'::regclass),NO,integer,
public,resource_sheet_execution_logs,resource_id,2,,NO,text,
public,resource_sheet_execution_logs,execution_id,3,,NO,text,
public,resource_sheet_execution_logs,timestamp,4,now(),NO,timestamp with time zone,
public,resource_sheet_execution_logs,step,5,,NO,text,
public,resource_sheet_execution_logs,message,6,,NO,text,
public,resource_sheet_execution_logs,log_level,7,,NO,text,
public,resource_sheet_execution_logs,log_data,8,'{}'::jsonb,YES,jsonb,
public,resource_sheet_relationships,relationship_id,1,nextval('resource_sheet_relationships_relationship_id_seq'::regclass),NO,integer,
public,resource_sheet_relationships,parent_resource_id,2,,NO,text,
public,resource_sheet_relationships,child_resource_id,3,,NO,text,
public,resource_sheet_relationships,relationship_type,4,,NO,text,
public,resource_sheet_relationships,sequence_order,5,0,YES,integer,
public,resource_sheet_relationships,created_at,6,now(),NO,timestamp with time zone,
public,resource_sheets,resource_id,1,,NO,text,
public,resource_sheets,resource_type,2,,NO,text,
public,resource_sheets,name,3,,NO,text,
public,resource_sheets,description,4,,YES,text,
public,resource_sheets,version,5,'1.0.0'::text,NO,text,
public,resource_sheets,client_id,6,,YES,text,
public,resource_sheets,product_id,7,,YES,text,
public,resource_sheets,status,8,'Pending'::text,NO,text,
public,resource_sheets,json_data,9,,NO,jsonb,
public,resource_sheets,metadata,10,'{}'::jsonb,NO,jsonb,
public,resource_sheets,created_at,11,now(),NO,timestamp with time zone,
public,resource_sheets,updated_at,12,now(),NO,timestamp with time zone,
public,resource_sheets,created_by,13,,NO,text,
public,resource_sheets,tags,14,'[]'::jsonb,YES,jsonb,
public,resource_sheets,domain_id,15,,YES,integer,
public,resource_sheets,ebnf_template_id,16,,YES,integer,
public,resource_sheets,dsl_code,17,,YES,text,
public,resource_template_capabilities,id,1,nextval('resource_template_capabilities_id_seq'::regclass),NO,integer,
public,resource_template_capabilities,template_id,2,,YES,integer,
public,resource_template_capabilities,capability_id,3,,YES,integer,
public,resource_template_capabilities,capability_order,4,1,YES,integer,
public,resource_template_capabilities,is_required,5,true,YES,boolean,
public,resource_template_capabilities,configuration_overrides,6,'{}'::jsonb,YES,jsonb,
public,resource_template_capabilities,created_at,7,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,resource_templates,id,1,nextval('resource_templates_id_seq'::regclass),NO,integer,
public,resource_templates,template_id,2,,NO,character varying,50
public,resource_templates,template_name,3,,NO,character varying,200
public,resource_templates,description,4,,YES,text,
public,resource_templates,part_of_product,5,,YES,character varying,100
public,resource_templates,implements_service,6,,YES,character varying,100
public,resource_templates,resource_type,7,,NO,character varying,50
public,resource_templates,attributes,8,'[]'::jsonb,YES,jsonb,
public,resource_templates,capabilities,9,'[]'::jsonb,YES,jsonb,
public,resource_templates,dsl_template,10,,YES,text,
public,resource_templates,version,11,'1.0'::character varying,YES,character varying,20
public,resource_templates,status,12,'active'::character varying,YES,character varying,20
public,resource_templates,created_by,13,,YES,character varying,100
public,resource_templates,created_at,14,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,resource_templates,updated_by,15,,YES,character varying,100
public,resource_templates,updated_at,16,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,resource_validation_rules,id,1,nextval('resource_validation_rules_id_seq'::regclass),NO,integer,
public,resource_validation_rules,resource_id,2,,YES,integer,
public,resource_validation_rules,rule_name,3,,NO,character varying,100
public,resource_validation_rules,rule_type,4,,NO,character varying,50
public,resource_validation_rules,rule_config,5,,NO,jsonb,
public,resource_validation_rules,is_active,6,true,YES,boolean,
public,resource_validation_rules,severity,7,'error'::character varying,YES,character varying,20
public,resource_validation_rules,created_at,8,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,resources,id,1,nextval('resources_id_seq'::regclass),NO,integer,
public,resources,resource_id,2,,NO,character varying,100
public,resources,resource_name,3,,NO,character varying,255
public,resources,resource_type,4,,NO,character varying,50
public,resources,description,5,,YES,text,
public,resources,location,6,,YES,character varying,100
public,resources,capacity_limits,7,,YES,jsonb,
public,resources,operational_hours,8,,YES,character varying,100
public,resources,contact_information,9,,YES,jsonb,
public,resources,technical_specifications,10,,YES,jsonb,
public,resources,compliance_certifications,11,,YES,ARRAY,
public,resources,status,12,'active'::character varying,YES,character varying,20
public,resources,created_by,13,,YES,character varying,100
public,resources,created_at,14,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,resources,updated_by,15,,YES,character varying,100
public,resources,updated_at,16,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,role_service_access,id,1,nextval('role_service_access_id_seq'::regclass),NO,integer,
public,role_service_access,cbu_role_id,2,,YES,integer,
public,role_service_access,service_id,3,,YES,integer,
public,role_service_access,access_type,4,,YES,character varying,50
public,role_service_access,interaction_mode,5,,YES,character varying,50
public,role_service_access,business_justification,6,,YES,text,
public,role_service_access,created_at,7,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,rule_categories,id,1,nextval('rule_categories_id_seq'::regclass),NO,integer,
public,rule_categories,category_key,2,,NO,character varying,50
public,rule_categories,name,3,,NO,character varying,100
public,rule_categories,description,4,,YES,text,
public,rule_categories,color,5,,YES,character varying,7
public,rule_categories,created_at,6,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,rule_compilation_queue,id,1,nextval('rule_compilation_queue_id_seq'::regclass),NO,integer,
public,rule_compilation_queue,rule_id,2,,YES,integer,
public,rule_compilation_queue,compilation_type,3,,YES,character varying,20
public,rule_compilation_queue,priority,4,5,YES,integer,
public,rule_compilation_queue,status,5,'pending'::character varying,YES,character varying,20
public,rule_compilation_queue,retry_count,6,0,YES,integer,
public,rule_compilation_queue,max_retries,7,3,YES,integer,
public,rule_compilation_queue,error_message,8,,YES,text,
public,rule_compilation_queue,created_at,9,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,rule_compilation_queue,started_at,10,,YES,timestamp with time zone,
public,rule_compilation_queue,completed_at,11,,YES,timestamp with time zone,
public,rule_compilation_queue,worker_id,12,,YES,character varying,50
public,rule_dependencies,id,1,nextval('rule_dependencies_id_seq'::regclass),NO,integer,
public,rule_dependencies,rule_id,2,,YES,integer,
public,rule_dependencies,attribute_id,3,,YES,integer,
