table_schema,table_name,column_name,ordinal_position,column_default,is_nullable,data_type,character_maximum_length
public,commercial_taxonomy_view,service_type,11,,YES,character varying,100
public,commercial_taxonomy_view,delivery_model,12,,YES,character varying,50
public,commercial_taxonomy_view,service_billable,13,,YES,boolean,
public,commercial_taxonomy_view,resource_id,14,,YES,integer,
public,commercial_taxonomy_view,resource_name,15,,YES,character varying,100
public,commercial_taxonomy_view,resource_description,16,,YES,text,
public,commercial_taxonomy_view,resource_type,17,,YES,character varying,100
public,commercial_taxonomy_view,criticality_level,18,,YES,character varying,50
public,commercial_taxonomy_view,operational_status,19,,YES,character varying,50
public,commercial_taxonomy_view,attribute_count,20,,YES,bigint,
public,commercial_taxonomy_view,attributes,21,,YES,ARRAY,
public,commercial_taxonomy_view,service_inclusion_type,22,,YES,character varying,50
public,commercial_taxonomy_view,service_mandatory,23,,YES,boolean,
public,commercial_taxonomy_view,resource_usage_type,24,,YES,character varying,50
public,commercial_taxonomy_view,resource_dependency,25,,YES,integer,
public,commercial_taxonomy_view,active_contracts,26,,YES,bigint,
public,commercial_taxonomy_view,avg_contract_value,27,,YES,numeric,
public,commercial_taxonomy_view,compliance_requirements,28,,YES,ARRAY,
public,commercial_taxonomy_view,compliance_classification,29,,YES,character varying,100
public,commercial_taxonomy_view,audit_required,30,,YES,boolean,
public,commercial_taxonomy_view,active_resources,31,,YES,bigint,
public,commercial_taxonomy_view,core_services,32,,YES,bigint,
public,commercial_taxonomy_view,product_created_at,33,,YES,timestamp with time zone,
public,commercial_taxonomy_view,product_updated_at,34,,YES,timestamp with time zone,
public,data_domains,id,1,nextval('data_domains_id_seq'::regclass),NO,integer,
public,data_domains,domain_name,2,,NO,character varying,100
public,data_domains,values,3,,NO,jsonb,
public,data_domains,description,4,,YES,text,
public,data_domains,created_at,5,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,derivation_execution_log,id,1,nextval('derivation_execution_log_id_seq'::regclass),NO,integer,
public,derivation_execution_log,derived_attribute_id,2,,YES,integer,
public,derivation_execution_log,execution_id,3,gen_random_uuid(),YES,uuid,
public,derivation_execution_log,input_values,4,,NO,jsonb,
public,derivation_execution_log,output_value,5,,YES,jsonb,
public,derivation_execution_log,execution_time_ms,6,,YES,integer,
public,derivation_execution_log,success,7,,NO,boolean,
public,derivation_execution_log,error_message,8,,YES,text,
public,derivation_execution_log,rule_version,9,,YES,character varying,20
public,derivation_execution_log,executed_by,10,,YES,character varying,100
public,derivation_execution_log,execution_context,11,'{}'::jsonb,YES,jsonb,
public,derivation_execution_log,execution_timestamp,12,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,derived_attribute_quality_metrics,id,1,nextval('derived_attribute_quality_metrics_id_seq'::regclass),NO,integer,
public,derived_attribute_quality_metrics,attribute_id,2,,YES,integer,
public,derived_attribute_quality_metrics,metric_date,3,CURRENT_DATE,YES,date,
public,derived_attribute_quality_metrics,execution_count,4,0,YES,integer,
public,derived_attribute_quality_metrics,success_rate,5,,YES,numeric,
public,derived_attribute_quality_metrics,avg_execution_time_ms,6,,YES,integer,
public,derived_attribute_quality_metrics,error_count,7,0,YES,integer,
public,derived_attribute_quality_metrics,data_quality_score,8,,YES,numeric,
public,derived_attribute_quality_metrics,completeness_rate,9,,YES,numeric,
public,derived_attribute_quality_metrics,accuracy_score,10,,YES,numeric,
public,derived_attribute_quality_metrics,consistency_score,11,,YES,numeric,
public,derived_attribute_quality_metrics,metadata,12,'{}'::jsonb,YES,jsonb,
public,derived_attribute_rules,id,1,nextval('derived_attribute_rules_id_seq'::regclass),NO,integer,
public,derived_attribute_rules,derived_attribute_id,2,,YES,integer,
public,derived_attribute_rules,rule_name,3,,NO,character varying,100
public,derived_attribute_rules,rule_description,4,,YES,text,
public,derived_attribute_rules,ebnf_grammar,5,,NO,text,
public,derived_attribute_rules,execution_order,6,1,YES,integer,
public,derived_attribute_rules,rule_type,7,'transformation'::character varying,YES,character varying,50
public,derived_attribute_rules,input_attributes,8,,NO,jsonb,
public,derived_attribute_rules,output_format,9,'{}'::jsonb,YES,jsonb,
public,derived_attribute_rules,error_handling,10,'{}'::jsonb,YES,jsonb,
public,derived_attribute_rules,performance_hints,11,'{}'::jsonb,YES,jsonb,
public,derived_attribute_rules,test_cases,12,'[]'::jsonb,YES,jsonb,
public,derived_attribute_rules,version,13,'1.0'::character varying,YES,character varying,20
public,derived_attribute_rules,is_active,14,true,YES,boolean,
public,derived_attribute_rules,created_by,15,,YES,character varying,100
public,derived_attribute_rules,created_at,16,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,derived_attribute_rules,updated_at,17,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,derived_attributes,id,1,nextval('derived_attributes_id_seq'::regclass),NO,integer,
public,derived_attributes,entity_name,2,,NO,character varying,100
public,derived_attributes,attribute_name,3,,NO,character varying,100
public,derived_attributes,full_path,4,,YES,character varying,200
public,derived_attributes,data_type,5,,NO,character varying,50
public,derived_attributes,sql_type,6,,YES,character varying,100
public,derived_attributes,rust_type,7,,YES,character varying,100
public,derived_attributes,domain_id,8,,YES,integer,
public,derived_attributes,description,9,,YES,text,
public,derived_attributes,metadata,10,,YES,jsonb,
public,derived_attributes,created_at,11,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,derived_attributes,updated_at,12,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,domain_terminology_glossary,id,1,nextval('domain_terminology_glossary_id_seq'::regclass),NO,integer,
public,domain_terminology_glossary,term,2,,NO,character varying,200
public,domain_terminology_glossary,definition,3,,NO,text,
public,domain_terminology_glossary,domain_context,4,,YES,character varying,100
public,domain_terminology_glossary,synonyms,5,,YES,ARRAY,
public,domain_terminology_glossary,related_terms,6,,YES,ARRAY,
public,domain_terminology_glossary,usage_examples,7,,YES,ARRAY,
public,domain_terminology_glossary,regulatory_significance,8,,YES,text,
public,domain_terminology_glossary,common_misconceptions,9,,YES,text,
public,domain_terminology_glossary,ai_context_notes,10,,YES,text,
public,domain_terminology_glossary,created_at,11,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,dsl_execution_logs,execution_id,1,(gen_random_uuid())::text,NO,text,
public,dsl_execution_logs,instance_id,2,,NO,text,
public,dsl_execution_logs,execution_status,3,,NO,text,
public,dsl_execution_logs,input_data,4,'{}'::jsonb,YES,jsonb,
public,dsl_execution_logs,output_data,5,'{}'::jsonb,YES,jsonb,
public,dsl_execution_logs,log_messages,6,,YES,ARRAY,
public,dsl_execution_logs,error_details,7,,YES,text,
public,dsl_execution_logs,execution_time_ms,8,,YES,double precision,
public,dsl_execution_logs,executed_at,9,now(),NO,timestamp with time zone,
public,ebnf_grammar_templates,id,1,nextval('ebnf_grammar_templates_id_seq'::regclass),NO,integer,
public,ebnf_grammar_templates,template_name,2,,NO,character varying,100
public,ebnf_grammar_templates,template_description,3,,YES,text,
public,ebnf_grammar_templates,ebnf_pattern,4,,NO,text,
public,ebnf_grammar_templates,parameter_placeholders,5,'{}'::jsonb,YES,jsonb,
public,ebnf_grammar_templates,use_cases,6,,YES,ARRAY,
public,ebnf_grammar_templates,complexity_level,7,'simple'::character varying,YES,character varying,20
public,ebnf_grammar_templates,example_usage,8,,YES,text,
public,ebnf_grammar_templates,documentation_url,9,,YES,text,
public,ebnf_grammar_templates,created_at,10,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,enhanced_attributes_view,id,1,,YES,integer,
public,enhanced_attributes_view,resource_id,2,,YES,integer,
public,enhanced_attributes_view,attribute_name,3,,YES,character varying,100
public,enhanced_attributes_view,data_type,4,,YES,character varying,30
public,enhanced_attributes_view,description,5,,YES,text,
public,enhanced_attributes_view,is_required,6,,YES,boolean,
public,enhanced_attributes_view,min_length,7,,YES,integer,
public,enhanced_attributes_view,max_length,8,,YES,integer,
public,enhanced_attributes_view,min_value,9,,YES,numeric,
public,enhanced_attributes_view,max_value,10,,YES,numeric,
public,enhanced_attributes_view,allowed_values,11,,YES,jsonb,
public,enhanced_attributes_view,validation_pattern,12,,YES,text,
public,enhanced_attributes_view,persistence_system,13,,YES,character varying,100
public,enhanced_attributes_view,persistence_entity,14,,YES,character varying,100
public,enhanced_attributes_view,persistence_identifier,15,,YES,character varying,100
public,enhanced_attributes_view,ui_group,16,,YES,character varying,100
public,enhanced_attributes_view,ui_display_order,17,,YES,integer,
public,enhanced_attributes_view,ui_render_hint,18,,YES,character varying,30
public,enhanced_attributes_view,ui_label,19,,YES,character varying,200
public,enhanced_attributes_view,ui_help_text,20,,YES,text,
public,enhanced_attributes_view,wizard_step,21,,YES,integer,
public,enhanced_attributes_view,wizard_step_title,22,,YES,character varying,200
public,enhanced_attributes_view,wizard_next_button,23,,YES,text,
public,enhanced_attributes_view,wizard_previous_button,24,,YES,text,
public,enhanced_attributes_view,wizard_description,25,,YES,text,
public,enhanced_attributes_view,generation_examples,26,,YES,jsonb,
public,enhanced_attributes_view,rules_dsl,27,,YES,text,
public,enhanced_attributes_view,created_at,28,,YES,timestamp without time zone,
public,enhanced_attributes_view,updated_at,29,,YES,timestamp without time zone,
public,enhanced_attributes_view,semantic_tags,30,,YES,jsonb,
public,enhanced_attributes_view,ai_context,31,,YES,jsonb,
public,enhanced_attributes_view,embedding_vector,32,,YES,USER-DEFINED,
public,enhanced_attributes_view,search_keywords,33,,YES,ARRAY,
public,enhanced_attributes_view,ui_component_type,34,,YES,character varying,50
public,enhanced_attributes_view,ui_layout_config,35,,YES,jsonb,
public,enhanced_attributes_view,ui_styling,36,,YES,jsonb,
public,enhanced_attributes_view,ui_behavior,37,,YES,jsonb,
public,enhanced_attributes_view,conditional_logic,38,,YES,jsonb,
public,enhanced_attributes_view,relationship_metadata,39,,YES,jsonb,
public,enhanced_attributes_view,ai_prompt_templates,40,,YES,jsonb,
public,enhanced_attributes_view,form_generation_rules,41,,YES,jsonb,
public,enhanced_attributes_view,accessibility_config,42,,YES,jsonb,
public,enhanced_attributes_view,responsive_config,43,,YES,jsonb,
public,enhanced_attributes_view,data_flow_config,44,,YES,jsonb,
public,enhanced_attributes_view,context_name,45,,YES,character varying,100
public,enhanced_attributes_view,prompt_template,46,,YES,text,
public,enhanced_attributes_view,ui_template_config,47,,YES,jsonb,
public,enhanced_attributes_view,styling_defaults,48,,YES,jsonb,
public,enhanced_attributes_view,behavior_defaults,49,,YES,jsonb,
public,enhanced_attributes_view,outgoing_relationships,50,,YES,ARRAY,
public,enhanced_attributes_view,incoming_relationships,51,,YES,ARRAY,
public,enhanced_attributes_view,perspective_count,52,,YES,bigint,
public,enhanced_commercial_taxonomy_view,product_id,1,,YES,integer,
public,enhanced_commercial_taxonomy_view,product_code,2,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,product_name,3,,YES,character varying,255
public,enhanced_commercial_taxonomy_view,line_of_business,4,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,product_description,5,,YES,text,
public,enhanced_commercial_taxonomy_view,contract_type,6,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,commercial_status,7,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,product_pricing_model,8,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,target_market,9,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,option_id,10,,YES,integer,
public,enhanced_commercial_taxonomy_view,option_code,11,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,option_name,12,,YES,character varying,255
public,enhanced_commercial_taxonomy_view,option_category,13,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,option_type,14,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,option_value,15,,YES,jsonb,
public,enhanced_commercial_taxonomy_view,option_pricing_impact,16,,YES,numeric,
public,enhanced_commercial_taxonomy_view,service_id,17,,YES,integer,
public,enhanced_commercial_taxonomy_view,service_code,18,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,service_name,19,,YES,character varying,255
public,enhanced_commercial_taxonomy_view,service_category,20,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,service_description,21,,YES,text,
public,enhanced_commercial_taxonomy_view,service_type,22,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,delivery_model,23,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,service_billable,24,,YES,boolean,
public,enhanced_commercial_taxonomy_view,resource_id,25,,YES,integer,
public,enhanced_commercial_taxonomy_view,resource_name,26,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,resource_description,27,,YES,text,
public,enhanced_commercial_taxonomy_view,resource_type,28,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,criticality_level,29,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,operational_status,30,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,attribute_count,31,,YES,bigint,
public,enhanced_commercial_taxonomy_view,attributes,32,,YES,ARRAY,
public,enhanced_commercial_taxonomy_view,service_inclusion_type,33,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,service_mandatory,34,,YES,boolean,
public,enhanced_commercial_taxonomy_view,option_service_relationship,35,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,resource_usage_type,36,,YES,character varying,50
public,enhanced_commercial_taxonomy_view,resource_dependency,37,,YES,integer,
public,enhanced_commercial_taxonomy_view,active_contracts,38,,YES,bigint,
public,enhanced_commercial_taxonomy_view,avg_contract_value,39,,YES,numeric,
public,enhanced_commercial_taxonomy_view,total_options,40,,YES,bigint,
public,enhanced_commercial_taxonomy_view,required_options,41,,YES,bigint,
public,enhanced_commercial_taxonomy_view,premium_options,42,,YES,bigint,
public,enhanced_commercial_taxonomy_view,compliance_requirements,43,,YES,ARRAY,
public,enhanced_commercial_taxonomy_view,regulatory_approval_required,44,,YES,boolean,
public,enhanced_commercial_taxonomy_view,compliance_classification,45,,YES,character varying,100
public,enhanced_commercial_taxonomy_view,audit_required,46,,YES,boolean,
public,enhanced_commercial_taxonomy_view,active_resources,47,,YES,bigint,
public,enhanced_commercial_taxonomy_view,custody_services,48,,YES,bigint,
public,enhanced_commercial_taxonomy_view,reconciliation_services,49,,YES,bigint,
public,enhanced_commercial_taxonomy_view,product_created_at,50,,YES,timestamp with time zone,
public,enhanced_commercial_taxonomy_view,product_updated_at,51,,YES,timestamp with time zone,
public,entity_attribute_values,id,1,nextval('entity_attribute_values_id_seq'::regclass),NO,integer,
public,entity_attribute_values,entity_id,2,,YES,integer,
public,entity_attribute_values,attribute_id,3,,YES,integer,
public,entity_attribute_values,attribute_value,4,,NO,jsonb,
public,entity_attribute_values,value_source,5,,YES,character varying,100
public,entity_attribute_values,confidence_score,6,,YES,numeric,
public,entity_attribute_values,verification_status,7,'unverified'::character varying,YES,character varying,30
public,entity_attribute_values,verification_method,8,,YES,character varying,100
public,entity_attribute_values,verified_by,9,,YES,character varying,100
public,entity_attribute_values,verified_at,10,,YES,timestamp without time zone,
public,entity_attribute_values,effective_from,11,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,entity_attribute_values,effective_to,12,,YES,timestamp without time zone,
public,entity_attribute_values,is_current,13,true,YES,boolean,
public,entity_attribute_values,created_at,14,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,entity_attribute_values,updated_at,15,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,entity_attribute_values,created_by,16,,YES,character varying,100
public,entity_attribute_values,updated_by,17,,YES,character varying,100
public,entity_relationships,id,1,nextval('entity_relationships_id_seq'::regclass),NO,integer,
public,entity_relationships,parent_entity_id,2,,YES,integer,
public,entity_relationships,child_entity_id,3,,YES,integer,
public,entity_relationships,relationship_type,4,,NO,character varying,50
public,entity_relationships,ownership_percentage,5,,YES,numeric,
public,entity_relationships,control_type,6,,YES,character varying,50
public,entity_relationships,effective_date,7,,YES,date,
public,entity_relationships,end_date,8,,YES,date,
public,entity_relationships,relationship_strength,9,'medium'::character varying,YES,character varying,20
public,entity_relationships,created_at,10,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,entity_relationships,updated_at,11,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,form_layout_templates,id,1,nextval('form_layout_templates_id_seq'::regclass),NO,integer,
public,form_layout_templates,template_name,2,,NO,character varying,100
public,form_layout_templates,layout_type,3,,NO,character varying,50
public,form_layout_templates,layout_config,4,,NO,jsonb,
public,form_layout_templates,responsive_breakpoints,5,'{}'::jsonb,YES,jsonb,
public,form_layout_templates,css_framework,6,'custom'::character varying,YES,character varying,50
public,form_layout_templates,created_at,7,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,form_layout_templates,updated_at,8,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,grammar_extensions,id,1,nextval('grammar_extensions_id_seq'::regclass),NO,integer,
public,grammar_extensions,name,2,,NO,character varying,100
public,grammar_extensions,type,3,,NO,character varying,20
public,grammar_extensions,signature,4,,YES,character varying,200
public,grammar_extensions,description,5,,YES,text,
public,grammar_extensions,category,6,,YES,character varying,50
public,grammar_extensions,created_at,7,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,grammar_extensions,updated_at,8,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,grammar_metadata,id,1,nextval('grammar_metadata_id_seq'::regclass),NO,integer,
public,grammar_metadata,version,2,'1.0'::character varying,NO,character varying,20
public,grammar_metadata,description,3,,YES,text,
public,grammar_metadata,author,4,,YES,character varying,100
public,grammar_metadata,created_at,5,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,grammar_metadata,updated_at,6,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,grammar_metadata,is_active,7,true,YES,boolean,
public,grammar_rules,id,1,nextval('grammar_rules_id_seq'::regclass),NO,integer,
public,grammar_rules,name,2,,NO,character varying,100
public,grammar_rules,definition,3,,NO,text,
public,grammar_rules,rule_type,4,'normal'::character varying,NO,character varying,20
public,grammar_rules,description,5,,YES,text,
public,grammar_rules,category,6,,YES,character varying,50
public,grammar_rules,created_at,7,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,grammar_rules,updated_at,8,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,instruction_formats,id,1,nextval('instruction_formats_id_seq'::regclass),NO,integer,
public,instruction_formats,format_id,2,,NO,character varying,100
public,instruction_formats,format_name,3,,NO,character varying,255
public,instruction_formats,format_category,4,,YES,character varying,100
public,instruction_formats,message_standard,5,,YES,character varying,100
public,instruction_formats,message_type,6,,YES,character varying,100
public,instruction_formats,format_version,7,,YES,character varying,50
public,instruction_formats,schema_definition,8,,YES,jsonb,
public,instruction_formats,required_fields,9,,NO,ARRAY,
public,instruction_formats,optional_fields,10,,YES,ARRAY,
public,instruction_formats,validation_rules,11,,YES,jsonb,
public,instruction_formats,field_formats,12,,YES,jsonb,
public,instruction_formats,processing_priority,13,'normal'::character varying,YES,character varying,50
public,instruction_formats,expected_processing_time_minutes,14,,YES,integer,
public,instruction_formats,retry_policy,15,,YES,jsonb,
public,instruction_formats,error_handling_procedure,16,,YES,text,
public,instruction_formats,encryption_required,17,false,YES,boolean,
public,instruction_formats,digital_signature_required,18,false,YES,boolean,
public,instruction_formats,authorization_level_required,19,,YES,character varying,50
public,instruction_formats,audit_trail_required,20,true,YES,boolean,
public,instruction_formats,max_message_size_kb,21,,YES,integer,
public,instruction_formats,character_encoding,22,'UTF-8'::character varying,YES,character varying,50
public,instruction_formats,timestamp_format,23,,YES,character varying,100
public,instruction_formats,decimal_precision,24,2,YES,integer,
public,instruction_formats,supported_delivery_methods,25,,YES,ARRAY,
public,instruction_formats,acknowledgment_required,26,true,YES,boolean,
public,instruction_formats,applicable_markets,27,,YES,ARRAY,
public,instruction_formats,applicable_asset_classes,28,,YES,ARRAY,
public,instruction_formats,regulatory_compliance,29,,YES,ARRAY,
public,instruction_formats,status,30,'active'::character varying,YES,character varying,50
public,instruction_formats,effective_date,31,CURRENT_DATE,YES,date,
public,instruction_formats,retirement_date,32,,YES,date,
public,instruction_formats,created_at,33,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,instruction_formats,updated_at,34,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,instruction_formats,created_by,35,,YES,character varying,100
public,instruction_formats,updated_by,36,,YES,character varying,100
public,instrument_taxonomy,id,1,nextval('instrument_taxonomy_id_seq'::regclass),NO,integer,
public,instrument_taxonomy,instrument_code,2,,NO,character varying,50
public,instrument_taxonomy,instrument_name,3,,NO,character varying,255
public,instrument_taxonomy,instrument_class,4,,NO,character varying,100
public,instrument_taxonomy,instrument_subclass,5,,YES,character varying,100
public,instrument_taxonomy,asset_class,6,,YES,character varying,100
public,instrument_taxonomy,cfi_code,7,,YES,character varying,6
public,instrument_taxonomy,isin_pattern,8,,YES,character varying,50
public,instrument_taxonomy,fisn_code,9,,YES,character varying,50
public,instrument_taxonomy,market_sector,10,,YES,character varying,100
public,instrument_taxonomy,geography,11,,YES,character varying,100
public,instrument_taxonomy,currency_denomination,12,,YES,character varying,10
public,instrument_taxonomy,risk_category,13,'medium'::character varying,YES,character varying,50
public,instrument_taxonomy,liquidity_classification,14,,YES,character varying,50
public,instrument_taxonomy,credit_rating_required,15,false,YES,boolean,
public,instrument_taxonomy,regulatory_category,16,,YES,character varying,100
public,instrument_taxonomy,professional_investor_only,17,false,YES,boolean,
public,instrument_taxonomy,regulatory_capital_treatment,18,,YES,character varying,100
public,instrument_taxonomy,typical_lot_size,19,,YES,numeric,
public,instrument_taxonomy,minimum_denomination,20,,YES,numeric,
public,instrument_taxonomy,settlement_cycle,21,,YES,character varying,10
public,instrument_taxonomy,active,22,true,YES,boolean,
public,instrument_taxonomy,effective_date,23,CURRENT_DATE,YES,date,
public,instrument_taxonomy,created_at,24,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,instrument_taxonomy,updated_at,25,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,investment_mandates,mandate_id,1,,NO,character varying,100
public,investment_mandates,cbu_id,2,,YES,character varying,100
public,investment_mandates,asset_owner_name,3,,NO,character varying,255
public,investment_mandates,asset_owner_lei,4,,NO,character varying,20
public,investment_mandates,investment_manager_name,5,,NO,character varying,255
public,investment_mandates,investment_manager_lei,6,,NO,character varying,20
public,investment_mandates,base_currency,7,,NO,character,3
public,investment_mandates,effective_date,8,,NO,date,
public,investment_mandates,expiry_date,9,,YES,date,
public,investment_mandates,gross_exposure_pct,10,,YES,numeric,
public,investment_mandates,net_exposure_pct,11,,YES,numeric,
public,investment_mandates,leverage_max,12,,YES,numeric,
public,investment_mandates,issuer_concentration_pct,13,,YES,numeric,
public,investment_mandates,country_concentration_pct,14,,YES,numeric,
public,investment_mandates,sector_concentration_pct,15,,YES,numeric,
public,investment_mandates,duration_min,16,,YES,numeric,
public,investment_mandates,duration_max,17,,YES,numeric,
public,investment_mandates,var_limit,18,,YES,numeric,
public,investment_mandates,dv01_limit,19,,YES,numeric,
public,investment_mandates,pre_trade_checks_required,20,false,YES,boolean,
public,investment_mandates,maker_checker,21,false,YES,boolean,
public,investment_mandates,stp_required,22,false,YES,boolean,
public,investment_mandates,breach_handling,23,,YES,character varying,100
public,investment_mandates,intraday_status,24,,YES,character varying,20
public,investment_mandates,end_of_day_blotter,25,false,YES,boolean,
public,investment_mandates,confirmations_required,26,false,YES,boolean,
public,investment_mandates,matching_model,27,,YES,character varying,30
public,investment_mandates,created_at,28,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,investment_mandates,updated_at,29,CURRENT_TIMESTAMP,YES,timestamp with time zone,
public,kyc_onboarding_domains,id,1,nextval('kyc_onboarding_domains_id_seq'::regclass),NO,integer,
public,kyc_onboarding_domains,domain_name,2,,NO,character varying,100
public,kyc_onboarding_domains,description,3,,YES,text,
public,kyc_onboarding_domains,regulatory_framework,4,,YES,character varying,100
public,kyc_onboarding_domains,compliance_requirements,5,'{}'::jsonb,YES,jsonb,
public,kyc_onboarding_domains,data_classification,6,,YES,character varying,50
public,kyc_onboarding_domains,retention_policy,7,'{}'::jsonb,YES,jsonb,
public,kyc_onboarding_domains,audit_requirements,8,'{}'::jsonb,YES,jsonb,
public,kyc_onboarding_domains,created_at,9,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,legal_entities,id,1,nextval('legal_entities_id_seq'::regclass),NO,integer,
public,legal_entities,entity_id,2,,NO,character varying,50
public,legal_entities,lei_code,3,,YES,character varying,20
public,legal_entities,entity_name,4,,NO,character varying,500
public,legal_entities,entity_type,5,,NO,character varying,50
public,legal_entities,entity_subtype,6,,YES,character varying,100
public,legal_entities,legal_form,7,,YES,character varying,100
public,legal_entities,incorporation_country,8,,NO,character,2
public,legal_entities,incorporation_jurisdiction,9,,YES,character varying,100
public,legal_entities,registration_number,10,,YES,character varying,100
public,legal_entities,registration_authority,11,,YES,character varying,200
public,legal_entities,incorporation_date,12,,YES,date,
public,legal_entities,regulatory_structure,13,,YES,character varying,100
public,legal_entities,regulatory_status,14,'active'::character varying,YES,character varying,50
public,legal_entities,regulated_entity,15,false,YES,boolean,
public,legal_entities,regulatory_authorities,16,,YES,ARRAY,
public,legal_entities,business_purpose,17,,YES,text,
public,legal_entities,primary_business_activity,18,,YES,character varying,200
public,legal_entities,sic_codes,19,,YES,ARRAY,
public,legal_entities,nace_codes,20,,YES,ARRAY,
public,legal_entities,tax_residence_country,21,,YES,character,2
public,legal_entities,tax_identification_number,22,,YES,character varying,100
public,legal_entities,vat_number,23,,YES,character varying,50
public,legal_entities,operational_currency,24,,YES,character,3
public,legal_entities,fiscal_year_end,25,,YES,date,
public,legal_entities,registered_address,26,,YES,jsonb,
public,legal_entities,operational_address,27,,YES,jsonb,
public,legal_entities,mailing_address,28,,YES,jsonb,
public,legal_entities,authorized_signatories,29,,YES,ARRAY,
public,legal_entities,board_members,30,,YES,ARRAY,
public,legal_entities,risk_rating,31,'medium'::character varying,YES,character varying,20
public,legal_entities,kyc_status,32,'pending'::character varying,YES,character varying,30
public,legal_entities,sanctions_screening_status,33,'pending'::character varying,YES,character varying,30
public,legal_entities,sanctions_screening_date,34,,YES,timestamp without time zone,
public,legal_entities,sanctions_screening_result,35,,YES,character varying,20
public,legal_entities,has_complex_ownership,36,false,YES,boolean,
public,legal_entities,ownership_transparency_score,37,,YES,integer,
public,legal_entities,share_capital,38,,YES,numeric,
public,legal_entities,share_capital_currency,39,,YES,character,3
public,legal_entities,public_company,40,false,YES,boolean,
public,legal_entities,listed_exchange,41,,YES,character varying,100
public,legal_entities,status,42,'active'::character varying,YES,character varying,30
public,legal_entities,dissolution_date,43,,YES,date,
public,legal_entities,data_sources,44,,YES,ARRAY,
public,legal_entities,last_verified_date,45,,YES,timestamp without time zone,
public,legal_entities,verification_method,46,,YES,character varying,100
public,legal_entities,data_quality_score,47,,YES,integer,
public,legal_entities,created_at,48,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,legal_entities,updated_at,49,CURRENT_TIMESTAMP,YES,timestamp without time zone,
public,legal_entities,created_by,50,,YES,character varying,100
public,legal_entities,updated_by,51,,YES,character varying,100
public,mandate_benchmarks,id,1,nextval('mandate_benchmarks_id_seq'::regclass),NO,integer,
public,mandate_benchmarks,mandate_id,2,,NO,character varying,100
public,mandate_benchmarks,benchmark_name,3,,NO,character varying,255
public,mandate_instruction_channels,id,1,nextval('mandate_instruction_channels_id_seq'::regclass),NO,integer,
public,mandate_instruction_channels,instrument_id,2,,NO,integer,
public,mandate_instruction_channels,channel,3,,NO,character varying,30
public,mandate_instruction_channels,formats,4,,YES,ARRAY,
public,mandate_instruction_channels,allowed_flows,5,,YES,ARRAY,
public,mandate_instruction_channels,stp_required,6,false,YES,boolean,
public,mandate_instrument_identifiers,id,1,nextval('mandate_instrument_identifiers_id_seq'::regclass),NO,integer,
public,mandate_instrument_identifiers,instrument_id,2,,NO,integer,
public,mandate_instrument_identifiers,identifier_type,3,,NO,character varying,20
